Steps	update/episode	update/cum_cost	train/reward	train/cost	train/cost_distance	train/cost_speed	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/cost_distance	test/cost_speed	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
20000	30.0	0.0	-495.35459336965016	0.0	0.0	0.0	500.0	1.0	0.0	0.0	8.444378200249815e-05	8.444378200249815e-05	0.007244601871860094	79.41210771065494	0.0021159343958947227	79.41422399954925	19.85364042146084	2.8638315491187263	234.0	-391.09149497849194	0.0	0.0	0.0	500.0	53.040356159210205	5.051226615905762	197.971715790994	30.57438611984253	17.414743423461914	416.7610496446366	299.0	20000.0
40000	10.0	70.0	0.0	-408.6801178329923	0.0	0.0	0.0	500.0	1.0	0.0	0.0	-0.0033461633500290844	-0.0033461633500290844	0.0051473290152968644	17.217720077588012	0.00013542206495050128	17.21785555818143	4.301117735031321	2.878494386489575	546.0	-388.52308128892787	0.0	0.0	0.0	500.0	105.6327645778656	10.021100997924805	199.57886867063462	60.7305006980896	34.881162881851196	418.3590003802836	298.0	40000.0
60000	10.0	110.0	0.0	-322.9646894148668	0.0	0.0	0.0	500.0	1.0	0.0	0.0	-0.0055779228328342095	-0.0055779228328342095	0.006155578109125294	5.370454945243326	3.583347522752053e-05	5.370490772219809	1.3370447723338237	2.8817719549704797	858.0	-266.19832592103694	0.0	0.0	0.0	500.0	158.36446857452393	15.027696132659912	199.6313988196804	90.85714101791382	52.479631423950195	418.59460749568234	297.0	60000.0
80000	10.0	150.0	0.0	-251.60932639237666	0.0	0.0	0.0	500.0	1.0	0.0	0.0	-0.007562371439864641	-0.007562371439864641	0.007816370756746694	1.599748606578662	1.060269312274497e-05	1.5997592134353469	0.3923774330566323	2.891930814736928	1170.0	-175.89012161016552	0.0	0.0	0.0	500.0	211.1114044189453	20.157910585403442	198.43326435312412	120.98918318748474	69.96431064605713	418.9501767887927	296.0	80000.0
109599	10.0	200.0	0.0	-209.5201562731784	0.0	0.0	0.0	493.0	1.0	0.0	0.0	-0.005425960583227652	-0.005425960583227652	0.005691702538498917	1.0828402418805214	3.4063113804697184e-06	1.0828436460831894	0.265284951031208	2.864007638848346	1552.0	-212.12228779597478	0.0	0.0	0.0	500.0	286.4413025379181	25.004833698272705	199.96133788905752	165.70800471305847	95.72846412658691	419.2184835055419	295.0	109599.0
138396	10.0	260.0	0.0	-173.17750243095355	0.0	0.0	0.0	479.6666666666667	1.0	0.0	0.0	-0.00607435074099969	-0.00607435074099969	0.006906392812615609	1.5730558377396953	2.103677680886424e-06	1.5730579377294658	0.3871901344575056	2.825362710802406	1998.6666666666667	-198.55384397693746	0.0	0.0	0.0	500.0	361.01849842071533	30.075149059295654	199.50025810912862	211.73647665977478	119.2068727016449	418.1863762092382	294.0	138396.0
167206	10.0	320.0	0.0	-168.64062078376685	0.0	0.0	0.0	479.6666666666667	1.0	0.0	0.0	-0.006223720195021496	-0.006223720195021496	0.007386409597726213	1.3367772625239043	1.6005321867851301e-06	1.3367788618480838	0.3279709949636379	2.796955757849925	2452.0	-166.45756053878497	0.0	0.0	0.0	500.0	436.6132562160492	35.0389986038208	199.7773988676917	259.0705056190491	142.50375199317932	416.376291135322	293.0	167206.0
195609	10.0	380.0	0.0	-156.75601815649802	0.0	0.0	0.0	473.0	1.0	0.0	0.0	-0.0040308843449419094	-0.0040308843449419094	0.008830931637939955	1.4601178345993793	8.240888463424836e-06	1.460126073499471	0.3610006348500326	2.7437599912174893	2856.3333333333335	-167.84472924755627	0.0	0.0	0.0	500.0	509.16617488861084	39.90571999549866	200.47251373743904	305.5728178024292	163.68763709068298	416.84526782585095	292.0	195609.0
223365	10.0	440.0	0.0	-136.62086578882284	0.0	0.0	0.0	462.3333333333333	1.0	0.0	0.0	-0.003374714274519371	-0.003374714274519371	0.009037375061100802	1.8939701724656044	8.863834845606456e-07	1.893971054614344	0.47011804848532096	2.701003613653065	3270.6666666666665	-127.87903131747808	0.0	0.0	0.0	500.0	579.1551692485809	44.95469284057617	200.2015680969482	349.84125208854675	184.359224319458	418.12954099539434	291.0	223365.0
250720	10.0	500.0	0.0	-127.7002268838634	0.0	0.0	0.0	455.3333333333333	1.0	0.0	0.0	-0.002191895242736676	-0.002191895242736676	0.008637234412058313	1.6711405739771796	6.581191307753648e-07	1.6711412335967286	0.4155934136701316	2.644131776869454	3656.3333333333335	-151.87755882272498	0.0	0.0	0.0	500.0	648.6804296970367	49.955689430236816	200.1773994925045	394.2953977584839	204.42934250831604	418.7567059418252	290.0	250720.0
