Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/cost_speed	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	test/cost_speed	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
48020	20.0	0.0	-2217.143937331261	0.0	2401.0	0.0	1.0	0.0	0.0	0.00102580964542243	0.00102580964542243	0.006695090276986	39.34897348810643	0.0007780731746042589	39.34975166802103	9.83846375023456	1.8573212395696053	748.0	-1820.6698557481877	0.0	2401.0	0.0	144.5777726173401	26.77494525909424	179.34677189933666	98.99662804603577	18.806199312210083	407.63028423730566	599.0	48020.0
96040	2.0	40.0	0.0	-2614.6550796690635	0.0	2401.0	0.0	1.0	0.0	0.0	0.0010141966706341044	0.0010141966706341044	0.0035929714152330297	14.242838030033557	0.000533385691625959	14.243371418771902	3.5618570671282326	1.8715156319944606	1496.0	-3994.546208655513	0.0	2401.0	0.0	288.91960048675537	54.03861379623413	177.72476614989128	198.07824778556824	36.802738904953	408.88792810863885	598.0	96040.0
144060	2.0	60.0	0.0	-2324.6325215579614	0.0	2401.0	0.0	1.0	0.0	0.0	0.00130632442744688	0.00130632442744688	0.003542739575489718	6.892239832862171	0.00019819025031935584	6.892438022449684	1.7244158299331003	1.8926431837885132	2244.0	-2485.249205582728	0.0	2401.0	0.0	437.9804437160492	82.1899061203003	175.27699787020228	299.37024784088135	56.420289754867554	404.9011560944933	597.0	144060.0
192080	2.0	80.0	0.0	-2170.502853965945	0.0	2401.0	0.0	1.0	0.0	0.0	0.0007413034745987582	0.0007413034745987582	0.003844214439109459	3.6376096678768284	5.3513353105957696e-05	3.6376631730858637	0.910157095581134	1.9207877448217126	2992.0	-2236.9117891278274	0.0	2401.0	0.0	585.8463456630707	109.38111090660095	175.60618868098214	401.65970754623413	74.8055272102356	403.13539370438156	596.0	192080.0
240100	2.0	100.0	0.0	-1971.3805626866306	0.0	2401.0	0.0	1.0	0.0	0.0	-0.00018928682966653335	-0.00018928682966653335	0.0037532770132489087	2.112626400422602	1.7236361015984863e-05	2.112643634850643	0.5279716213238748	1.9493607602973675	3740.0	-2736.2911283387966	0.0	2401.0	0.0	732.5025999546051	136.8908634185791	175.3951973155669	501.22466468811035	94.38707184791565	403.1149577346809	595.0	240100.0
288120	2.0	120.0	0.0	-1876.2095930748371	0.0	2401.0	0.0	1.0	0.0	0.0	0.001166870116871249	0.001166870116871249	0.0033070288136611416	1.543997077440675	1.4494056884853121e-05	1.5440115683418225	0.3871697619866164	1.9776063006829439	4488.0	-2817.021622930736	0.0	2401.0	0.0	878.0050547122955	164.437992811203	175.21498230083643	600.8590459823608	112.70801591873169	403.7742426512622	594.0	288120.0
336140	2.0	140.0	0.0	-2149.8505422463845	0.0	2401.0	0.0	1.0	0.0	0.0	-6.918687267411995e-05	-6.918687267411995e-05	0.003457393421434151	2.0787334111046007	3.343382054651709e-05	2.0787668489915823	0.5196225277202972	2.00359607906265	5236.0	-2802.1148526554234	0.0	2401.0	0.0	1029.812834739685	192.18917679786682	174.90058784815554	705.3102838993073	132.313374042511	401.30194128703613	593.0	336140.0
384160	2.0	160.0	0.0	-2109.349115832809	0.0	2401.0	0.0	1.0	0.0	0.0	-0.0010616734174433802	-0.0010616734174433802	0.004375943121248811	1.4605193190316441	3.25026806003832e-05	1.4605518269108597	0.36407628529929215	2.034628335804861	5984.0	-1823.110205951653	0.0	2401.0	0.0	1175.7927994728088	219.44064736366272	175.0632823113031	805.2399446964264	151.11220741271973	401.69303655852156	592.0	384160.0
432180	2.0	180.0	0.0	-1864.6855865524242	0.0	2401.0	0.0	1.0	0.0	0.0	-0.0015893331707086669	-0.0015893331707086669	0.004001876326165173	1.0578065910600716	1.369192606833478e-05	1.0578202855061092	0.2628657379521327	2.0603723538750605	6732.0	-1107.9535138025394	0.0	2401.0	0.0	1322.783834695816	247.3415174484253	174.73006734104658	904.3794152736664	171.06290197372437	401.8625574509385	591.0	432180.0
480200	2.0	200.0	0.0	-1541.5322510165881	0.0	2401.0	0.0	1.0	0.0	0.0	-0.002223723806144502	-0.002223723806144502	0.004750737655511934	0.4312190704226975	2.2558315600522787e-06	0.4312213276298766	0.10558160819750734	2.068913423122571	7480.0	-1155.0966554614406	0.0	2401.0	0.0	1466.9951512813568	274.30254769325256	175.06217278630555	1003.5332481861115	189.1593554019928	402.6184102721549	590.0	480200.0
527311	2.0	220.0	0.0	-1291.8014069795506	0.0	2355.0	0.0	1.0	0.0	0.0	-0.001206241013397115	-0.001206241013397115	0.0034211527384721443	0.4417409256110775	4.374633365584837e-06	0.4417453002964105	0.10923008413342546	2.058794290151282	8216.0	-1217.7753241662622	0.0	2401.0	0.0	1615.100144147873	302.71890139579773	174.49191232012467	1103.8545274734497	208.5267152786255	401.7971171960856	589.0	527311.0
575331	2.0	240.0	0.0	-1197.1494648285557	0.0	2401.0	0.0	1.0	0.0	0.0	-0.0009263628436362046	-0.0009263628436362046	0.003000282609174131	0.13205516816709525	3.7164519718945615e-06	0.13205888457496703	0.032088358293880126	2.05386849425056	8964.0	-1085.9428840525875	0.0	2401.0	0.0	1762.5086030960083	330.06666254997253	174.58291472037303	1205.7861998081207	226.65574073791504	401.64350380629617	588.0	575331.0
