Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/cost_speed	loss/kl	loss/entropy	loss/rew_loss	loss/cost_loss	loss/optim_A	loss/optim_B	loss/optim_C	loss/optim_Q	loss/optim_R	loss/optim_S	loss/optim_lam	loss/optim_nu	loss/optim_case	loss/step_size	loss/vf0	loss/vf1	loss/vf_total	update/gradient_steps	test/reward	test/cost	test/length	test/cost_speed	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
9543	20.0	0.0	-219.32511221689438	0.0	477.0	0.0	0.006939988350495696	1.804920256137848	0.0049398638104491965	-0.0003467117951991838	0.0026678324793465436	-8975.134033203125	-5.000346660614014	0.002672639355296269	-1.480348782934016e-05	0.0027905813767574728	0.34867024421691895	0.0	3.0	0.15216753575149042	0.18172065168619156	0.10442614927887917	0.2861467972397804	4.0	-138.9060955623475	0.0	331.0	0.0	40.501500606536865	3.675447940826416	180.11410055536	27.970120191574097	8.855932474136353	259.13719525214543	699.0	9543.0
20265	5.0	40.0	0.0	-245.00895963962913	0.0	536.0	0.0	0.007334627443924546	1.7841602563858032	0.00443271884118035	0.0004460859070576362	0.0020354520820546895	-16358.710205078125	-4.999553918838501	0.002047787158517167	4.912692656944274e-05	0.001545019942568615	0.31756989657878876	0.0	3.0	0.13534864302389613	0.12943485751748085	0.05583893973380327	0.18527380004525185	8.0	-302.8943760960892	0.0	757.0	0.0	94.06536865234375	15.55498218536377	139.95515867889685	59.815407037734985	18.694979429244995	258.1187141210047	698.0	20265.0
36212	5.0	60.0	0.0	-375.3726974738352	0.0	797.0	0.0	0.007159706670790911	1.797288954257965	0.005935554758642825	-0.00034176602460361805	0.002179540693759918	-20295.78466796875	-5.000341773033142	0.0022291312052402645	0.00022650323080597445	0.0012440258578862995	0.33165405690670013	0.0	3.0	0.08968810238759657	0.08979628421366215	0.030381458345800638	0.12017774395644665	12.0	-504.92234490778696	0.0	1423.0	0.0	174.93324995040894	32.34900403022766	155.27525964343113	111.23381114006042	31.35043478012085	253.969151825311	697.0	36212.0
61574	5.0	80.0	0.0	-520.6578472260892	0.0	1268.0	0.0	0.006934310309588909	1.7972632050514221	0.0019835272831801587	0.002432906956407521	0.00019100833014817908	-23510.37890625	-4.997567176818848	0.0003744133864529431	-0.0004370251845102757	0.0010668522154446691	0.13537710346281528	0.0	3.0	0.13067172522857456	0.06234310753643513	0.01688329130411148	0.07922639884054661	16.0	-252.93025758723695	0.0	488.0	0.0	274.60683369636536	38.09576463699341	157.47157347183392	184.14098286628723	52.37008619308472	260.34299470585427	696.0	61574.0
78164	5.0	100.0	4.0	-409.1138171440513	0.2	829.0	0.2	0.007406499935314059	1.8045057654380798	0.0070682808636413075	0.2025492936372757	0.005275045754387975	93483.88110351562	-4.79745078086853	0.0022497669997392222	0.0008321143686771393	0.0005617593560600653	0.3047528937458992	0.0	2.5	0.17450997283078712	0.06675510108470917	0.009610426961444318	0.0763655286282301	20.0	-573.3627951338003	0.0	1060.0	0.0	357.8016085624695	50.627148389816284	160.38825527912508	239.06909465789795	68.10536551475525	254.4612594291415	695.0	78164.0
97850	5.0	120.0	216.0	-436.5872435679318	10.6	984.0	10.6	0.007481123320758343	1.8104895949363708	-0.0012306452888451724	10.593344926834106	0.0018903292366303504	-2251.8197174072266	5.5933449268341064	0.002654699666891247	-0.004317946848459542	0.02759832702577114	0.0	1.0735214203596115	0.0	0.2629354932964313	0.05372862238436937	0.0056266216561198235	0.0593552440404892	24.0	-382.84872085584027	0.0	1273.0	0.0	454.37573623657227	70.65873718261719	150.95090041637414	297.9591054916382	85.7578935623169	255.00564280771192	694.0	97850.0
116959	5.0	140.0	301.0	-435.0432515702273	4.25	955.0	4.25	0.006666854722425342	1.8198749125003815	0.00431666484931903	4.253862142562866	0.0019098148040939122	-126.86471176147461	-0.7461378574371338	0.0020978034008294344	-0.0008596511906944215	0.00440210965462029	0.32125820219516754	0.0	3.0	0.13874384533705958	0.05092531815171242	0.003403406124562025	0.05432872474193573	28.0	-839.2673896362633	0.0	2101.0	0.0	554.016595363617	94.43127465248108	157.44783764400196	357.0103313922882	102.57498931884766	254.48811075824696	693.0	116959.0
142081	5.0	160.0	840.0	-578.6736455974064	26.95	1256.0	26.95	0.0073159628082066774	1.8354306817054749	0.001523849918786846	26.943819522857666	0.24663187022088093	28766632.552734375	21.943819522857666	0.000571916956687346	0.0016693807410774752	0.0008649118826724588	6.328583549475297e-05	4.562891364097595	0.5	0.11352332444750868	0.040263296104967594	0.002135451417416334	0.04239874705672264	32.0	-319.2463078139481	0.0	637.0	0.0	655.4756071567535	102.00486779212952	158.24734985094	430.25919675827026	123.21154260635376	256.70914448541004	692.0	142081.0
163742	5.0	180.0	894.0	-493.9338745015401	2.7	1083.0	2.7	0.007139487192034721	1.8442486226558685	0.004258463545726454	2.6996334195137024	0.0011178767017554492	-108.7286376953125	-2.3003665804862976	0.0011114707594970241	4.904992238152772e-05	-0.007430483354255557	0.22811082750558853	0.0	2.25	0.14365347346530272	0.03845951333642006	0.0013925910752732307	0.03985210508108139	36.0	-881.0479977506059	0.0	2101.0	0.0	760.8183033466339	126.80389332771301	160.43671425310893	492.49964118003845	141.51476883888245	258.262268826214	691.0	163742.0
191089	5.0	200.0	1587.0	-632.880006334267	34.65	1367.0	34.65	0.006980955135077238	1.8958451747894287	-1.93967767843084e-05	34.646541595458984	0.0004667356552090495	1565721.9121093752	29.646541595458984	0.0005861117715539876	0.0012318146973484545	0.002573850564658642	5.555910775001394e-06	-0.39410826563835144	0.25	0.21156799069552645	0.03199815144762397	0.0009445893520023674	0.03294274117797613	40.0	-946.2656725433877	0.0	2101.0	0.0	884.6770374774933	150.9540991783142	162.60572010704453	571.3424451351166	162.3804931640625	260.4375439630627	690.0	191089.0
