Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/cost_speed	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	test/cost_speed	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
120020	20.0	81856.0	-11242.337405257818	4092.8	6001.0	4092.8	0.0016216249525269292	615.6654000000001	-97.22213238691677	0.3708142148402446	-0.15705651449366645	2.9494451397265786	142.40099516465102	21.199580158331436	163.60057498491756	40.74308732136704	1.8596384827907266	390.0	-6337.655644795313	5773.0	6001.0	5773.0	327.2800214290619	65.92011904716492	182.06884595297436	252.4282898902893	8.931612491607666	459.21351709348187	399.0	120020.0
240040	2.0	40.0	196258.0	-6061.402071110182	5720.1	6001.0	5720.1	0.002200029062383914	453.53945000000004	-30.31237754302145	0.21860714418461358	-0.0662071708466253	1.2755192625548286	5.230026451440961	3.3787706846228	8.60879715100313	2.08599210751171	1.9019958538886845	1170.0	-25318.191476136686	5854.0	6001.0	5854.0	663.8353846073151	131.61041021347046	182.38678810487565	505.849102973938	26.375871419906616	451.0122815513938	398.0	240040.0
360060	2.0	60.0	311399.0	-23223.968951836854	5757.05	6001.0	5757.05	0.0033307855599454387	299.229475	-1.2622915808971098	0.2759256496559831	-0.0032853737348425677	1.472111284726848	27.603283472855903	3.3318986192154565	30.93518207929073	7.730510120666957	1.9410269633317616	1560.0	-26891.249213749357	5774.5	6001.0	5774.5	992.4541449546814	196.57738947868347	183.16450378899975	758.965499162674	36.911256313323975	452.4067294623466	397.0	360060.0
480080	2.0	80.0	425997.0	-25699.953262554463	5729.9	6001.0	5729.9	0.003355243914908666	297.04092499999996	-19.757776178763464	0.41340404665813996	-0.06490508522236611	4.74819513642504	26.693633123850212	4.370996370682351	31.064629888840166	7.701252320599863	1.9409322515512122	1950.0	-10115.088479026643	2749.0	6001.0	2749.0	1321.670505285263	261.7443332672119	183.41562317984994	1012.4336194992065	47.492552518844604	452.93720701881483	396.0	480080.0
600100	2.0	100.0	481509.0	-11132.592413020238	2775.6	6001.0	2775.6	0.0065914049068725115	150.712725	-16.6284146403655	0.26974190219233807	-0.10782663509872682	3.470420792964527	29.640856837003707	8.632173365813042	38.273030020640476	9.460430804582753	1.9343496924791574	2340.0	-25995.381980830178	5693.5	6001.0	5693.5	1649.6945436000824	327.6222140789032	183.16828780586727	1265.2199132442474	56.85241627693176	453.90859985500254	395.0	600100.0
720120	2.0	120.0	596938.0	-26151.631582509854	5771.45	6001.0	5771.45	0.00165569780667228	602.97495	21.292781573381184	0.32506131772190716	0.03579261556020868	1.0896554685155995	11.362876493655726	4.810265067315251	16.17314155193477	4.07907801600985	1.9189802466294703	2730.0	-24104.18550570729	5738.0	6001.0	5738.0	1977.7116179466248	393.8435924053192	182.84415790593783	1517.6533935070038	66.21463203430176	454.65909304778756	394.0	720120.0
840140	2.0	140.0	710408.0	-23091.162869881096	5673.5	6001.0	5673.5	0.003307663658236314	301.3282	-8.590781081028483	0.33755587987028657	-0.027298891779516637	1.4396330783573486	5.158313144475986	2.428823192016439	7.587136324093906	1.8694851888104875	1.9205194650552206	3120.0	-33128.7479799851	5885.0	6001.0	5885.0	2306.5447447299957	460.60951471328735	182.3974479821496	1770.3686697483063	75.5665602684021	455.1297284641973	393.0	840140.0
960160	2.0	160.0	824721.0	-28949.13029611691	5715.65	6001.0	5715.65	0.0032101953235319117	310.507525	-11.691283491941592	0.1480438086419153	-0.03705605530718384	0.8918047392430408	41.865228119874644	6.2746432796502685	48.13987140655523	11.99791182615818	1.923124459767953	3510.0	-25208.25389381872	5892.5	6001.0	5892.5	2635.2753582000732	527.4461569786072	182.03943422398342	2022.8876588344574	84.94154238700867	455.52077912365803	392.0	960160.0
1080180	2.0	180.0	939473.0	-22053.58147972799	5737.6	6001.0	5737.6	0.0031902727308327807	312.4528250000001	-5.932975029792537	0.055362154144602736	-0.01875118786358355	0.15820788640516978	26.367066548420834	2.4713618917342925	28.838428581677913	7.19085596081537	1.920023246300525	3900.0	-17654.63251193174	5813.5	6001.0	5813.5	2963.312038898468	594.030433177948	181.83916844482962	2274.9606642723083	94.32094144821167	455.91034742006	391.0	1080180.0
1200200	2.0	200.0	1055560.0	-16211.373216826236	5804.35	6001.0	5804.35	0.0030847869106321803	323.17150000000004	-1.6245564291110413	0.022380171778301393	-0.004942372357542887	0.030720553026558534	11.894081925199593	1.3394297127349255	13.233511643379162	3.3034355407341964	1.9198331747299584	4290.0	-9037.258931575065	5904.0	6001.0	5904.0	3291.704064846039	660.7218425273895	181.64981430143155	2527.280026435852	103.70219588279724	456.17944120590823	390.0	1200200.0
1320220	2.0	220.0	1170999.0	-8818.851699225223	5771.95	6001.0	5771.95	0.0031371419648500497	317.761475	0.7654705754839435	0.05419531375026474	0.0025714094898736336	0.7032775379000952	0.9708247412951326	0.22674595449263063	1.1975706860614126	0.3019640831085733	1.9308769256640697	5070.0	-3052.0803152673184	0.0	6001.0	0.0	3629.0087790489197	727.379932641983	181.5034950448397	2779.5682320594788	122.06061434745789	454.99271956674187	389.0	1320220.0
