Steps	update/episode	update/cum_cost	train/reward	train/cost	train/cost_distance	train/cost_speed	train/length	loss/kl	loss/entropy	loss/rew_loss	loss/cost_loss	loss/optim_A	loss/optim_B	loss/optim_C	loss/optim_Q	loss/optim_R	loss/optim_S	loss/optim_lam	loss/optim_nu	loss/optim_case	loss/step_size	loss/vf0	loss/vf1	loss/vf_total	update/gradient_steps	test/reward	test/cost	test/cost_distance	test/cost_speed	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
20000	30.0	6928.5	-590.7466763148564	226.275	14.0	212.275	500.0	0.0066371362190693626	1.8362202048301697	0.010353436932340365	226.2770099639893	0.0767917106859386	nan	nan	0.013666814542375505	-0.05197674117516727	-0.01037562661804259	nan	0.0	2.875	0.255980952666542	196.51368474960327	2.6735125482082367	199.18719673156738	6.0	-473.01225813235476	160.5	3.0	157.5	500.0	99.43361926078796	8.484837055206299	117.85730161858555	41.040592670440674	49.90818953514099	219.90398898131227	399.0	20000.0
40000	5.0	5.0	70.0	13313.5	-459.71738903270045	123.14999999999999	23.4	99.75	500.0	0.006813556421548128	1.8370551019906998	0.013447445275261316	123.15197849273682	0.017264407710172236	nan	nan	0.01880602410528809	-0.002781414063065313	0.006136933632660657	0.9664336070418358	0.0	3.0	0.13026711639269678	34.48018455505371	4.745529651641846	39.225714683532715	14.0	-266.8222660419916	0.0	0.0	0.0	500.0	199.80739426612854	16.619807720184326	120.33833565782183	82.51701879501343	100.67056775093079	218.35540690399256	398.0	40000.0
69813	5.0	5.0	120.0	15856.0	-337.1701080801474	45.28333333333334	38.3	6.9833333333333325	496.6666666666667	0.006959194627900917	1.8270238439242046	0.013634794136904825	45.287768840789795	0.011291813493395845	nan	nan	0.015101870289072396	-0.0007843082809510338	0.015291481589277584	0.8528242806593576	0.0	3.0	0.15095723333501349	13.688707590103148	7.047630508740744	20.736337979634605	24.0	-383.35500702898184	24.5	24.5	0.0	500.0	344.4121012687683	24.539668321609497	122.25104107695769	144.06431889533997	175.80811405181885	218.25263076525488	397.0	69813.0
89813	5.0	5.0	170.0	18098.0	-274.95666929174115	35.1	35.1	0.0	500.0	459638528.0023091	-11.941424429416656	0.003568427401036023	35.10174560536146	nan	nan	nan	nan	nan	nan	nan	nan	0.8749999999999999	0.5807772160509259	3.599081233143806	5.1961499229073524	8.79523116350174	34.0	-202.15734701582568	0.0	0.0	0.0	500.0	446.34113693237305	32.36939239501953	123.57352746032558	185.52816200256348	228.44358253479004	216.95442064620426	396.0	89813.0
109813	5.0	5.0	210.0	18098.0	-259.4171442259311	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	1.779794711609384e-08	4.887601434688804e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.5758327096700668	0.4820510894060135	2.0578838139772415	42.0	-248.17802308925187	0.0	0.0	0.0	500.0	542.1230282783508	41.16220140457153	121.47066554717097	226.37220239639282	274.5886244773865	219.20476434311735	395.0	109813.0
129813	5.0	5.0	250.0	18098.0	-260.4140990774209	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-1.2385845127305117e-08	-1.8477397389915493e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.2821538224816322	0.3719414062798023	1.6540952324867249	50.0	-272.42993926521984	0.0	0.0	0.0	500.0	636.4325313568115	49.091691732406616	122.22027370141035	267.88873744010925	319.45210218429565	221.01817418828452	394.0	129813.0
149813	5.0	5.0	290.0	18098.0	-248.50454483464813	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-1.1467933838660294e-08	1.6689316595375203e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.4554871618747711	0.3575192764401436	1.8130064457654953	58.0	-261.50848102789536	0.0	0.0	0.0	500.0	732.0027360916138	57.73653697967529	121.24038548526343	309.0755031108856	365.19069600105286	222.1867271373168	393.0	149813.0
169813	5.0	5.0	330.0	18098.0	-255.77671910160947	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-8.249282701378037e-09	-1.6570123051451444e-09	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.3302239775657654	0.34316233173012733	1.6733863055706022	66.0	-225.49034671033928	0.0	0.0	0.0	500.0	826.0589201450348	65.77326512336731	121.6299659899024	350.36360335350037	409.9220516681671	223.3542075644719	392.0	169813.0
189813	5.0	5.0	370.0	18098.0	-261.04618903481986	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	2.866983428440051e-09	-1.6093277821482843e-09	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.1410251259803772	0.32790226489305496	1.4689273983240128	74.0	-224.80667673480463	0.0	0.0	0.0	500.0	920.9361233711243	74.0264539718628	121.57815911891268	391.73020029067993	455.17946910858154	224.1242565274288	391.0	189813.0
209813	5.0	5.0	410.0	18098.0	-268.9952099676937	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	8.606910739672458e-09	9.179113025226115e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.1948601081967354	0.3210674226284027	1.5159275233745575	82.0	-270.37247021108766	0.0	0.0	0.0	500.0	1015.8373513221741	82.66890740394592	120.9644631098957	432.9006018638611	500.26784205436707	224.83936460498822	390.0	209813.0
229813	5.0	5.0	450.0	18098.0	-254.13479648632205	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	7.307529359401599e-09	-1.0252030335777818e-09	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.0534276068210602	0.3119209222495556	1.365348532795906	90.0	-284.0619840153379	0.0	0.0	0.0	500.0	1110.619847536087	90.73197174072266	121.23620581545171	474.2703447341919	545.6175310611725	225.33163248046188	389.0	229813.0
249813	5.0	5.0	490.0	18098.0	-257.6388045943206	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	1.4209747378757243e-08	-6.437302774164877e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.1145375147461893	0.30555751547217375	1.4200950264930725	98.0	-282.1197305881502	0.0	0.0	0.0	500.0	1205.7013068199158	99.20362401008606	120.963322859858	515.1891083717346	591.3085744380951	225.76911265247952	388.0	249813.0
269813	5.0	5.0	530.0	18098.0	-265.9994822553565	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	6.580352707175052e-09	-4.6491699379203055e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.134126491844654	0.2994585558772087	1.4335850626230242	106.0	-256.37800795578875	0.0	0.0	0.0	500.0	1300.9012141227722	107.2281756401062	121.23679175175347	556.903648853302	636.769389629364	226.0359338793243	387.0	269813.0
289813	5.0	5.0	570.0	18098.0	-265.93818938935505	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	6.282329767515195e-09	-6.303197963575258e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.0132206678390503	0.2940973863005638	1.3073180615901947	114.0	-257.9057433696949	0.0	0.0	0.0	500.0	1396.0788788795471	115.92376494407654	120.76902442526622	597.9021050930023	682.2530088424683	226.38897180909026	386.0	289813.0
309813	5.0	5.0	610.0	18098.0	-262.4358359040823	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-6.687640996538846e-09	5.245190948244272e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	0.882245384156704	0.2886408343911171	1.1708862334489822	122.0	-295.4421091121166	0.0	0.0	0.0	500.0	1490.2127878665924	124.02207541465759	120.94621017950826	639.2438156604767	726.9468967914581	226.7714142515076	385.0	309813.0
329813	5.0	5.0	650.0	18098.0	-254.09635538718697	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-1.5294551881928076e-08	-1.6689183368612248e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.4249884411692617	0.2834728509187698	1.7084612995386124	130.0	-254.80011588810757	0.0	0.0	0.0	500.0	1585.7207753658295	132.49972367286682	120.75496881414604	680.683881521225	772.5371701717377	226.95308440225037	384.0	329813.0
349813	5.0	5.0	690.0	18098.0	-254.93132235470853	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-3.385543796696755e-09	-9.298308789595922e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	0.9216897264122964	0.2781457304954529	1.1998354643583298	138.0	-286.7367927640036	0.0	0.0	0.0	500.0	1681.6724498271942	140.905442237854	120.64828533239563	721.7733464241028	818.9936611652374	227.03822075429295	383.0	349813.0
369813	5.0	5.0	730.0	18098.0	-253.05512745070322	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-1.8715858862705663e-09	-1.4185903562946576e-09	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.248849242925644	0.2728389315307141	1.5216881930828094	146.0	-266.4479940147603	0.0	0.0	0.0	500.0	1777.2058024406433	148.79037928581238	120.97556365135468	763.776006937027	864.639416217804	227.09991243115235	382.0	369813.0
389813	5.0	5.0	770.0	18098.0	-249.79169939581362	0.0	0.0	0.0	500.0	0.0	-20.18797492980957	-5.429982935512e-09	4.231934802589876e-10	nan	nan	nan	nan	nan	nan	0.0	nan	0.0	1.0	1.2483101859688759	0.26741568371653557	1.5157258808612821	154.0	-214.5029607526751	0.0	0.0	0.0	500.0	1873.0483922958374	157.3118441104889	120.77920837705798	804.6316289901733	911.1049191951752	227.1986339699334	381.0	389813.0
