Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/alpha_loss	loss/alpha_value	loss/actor_rew	loss/actor_total	loss/q0	loss/q1	loss/q_total	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
20738	15.0	0.0	-527.4645896240336	0.0	740.6428571428571	1.0	0.0	0.0	-1.8317036460181109	0.57771287366331	37.71651669370239	37.71651669370239	1.7026080610293466	0.3518828551160132	2.054490916797374	2235.1428571428573	-356.36888392642106	0.0	750.0	793.3682234287262	9.530531644821167	157.38891133267376	146.82389092445374	637.0138008594513	26.457007895095234	249.0	20738.0
41047	10.0	43.0	0.0	-288.2257420483001	0.0	725.2857142857142	1.0	0.0	0.0	-4.985522397863987	0.1734258964481704	44.938043265668966	44.938043265668966	1.0784702207333683	0.09861010723026903	1.1770803275101276	6279.714285714286	-255.55420262192376	0.0	750.0	1542.5122373104095	20.461720943450928	146.61523379636324	292.99126982688904	1229.0592465400696	26.968224483098417	248.0	41047.0
62047	10.0	71.0	0.0	-248.76785006289577	0.0	750.0	1.0	0.0	0.0	-7.041789965061919	0.052449716582362145	44.00559773490547	44.00559773490547	0.746710132108557	0.01640927048100697	0.7631194027903518	10460.0	-279.96789297308214	0.0	750.0	2321.5107111930847	31.233214616775513	144.07738861381972	447.02725434303284	1843.2502422332764	27.091476946681283	247.0	62047.0
83028	10.0	99.0	0.0	-236.97980072703461	0.0	749.2857142857143	1.0	0.0	0.0	-7.097858264630353	0.016132278467978624	41.57925087753303	41.57925087753303	0.5637401791202432	0.003701533361589317	0.5674417124292308	14659.714285714286	-224.66096982668793	0.0	750.0	3127.010102033615	41.791738510131836	143.56904531610672	597.4055695533752	2487.812793970108	26.91154732567377	246.0	83028.0
104028	10.0	127.0	0.0	-220.39569690459905	0.0	750.0	1.0	0.0	0.0	-4.160801369973588	0.005505310204933358	38.29645004908239	38.29645004908239	0.4974297617553257	0.0010738811405982642	0.4985036427758267	18856.0	-208.59136882816554	0.0	750.0	3957.7558817863464	52.716206550598145	142.27123859531395	748.8191020488739	3156.2205731868744	26.639422042163964	245.0	104028.0
124657	10.0	155.0	0.0	-240.60957575800484	0.0	736.7142857142858	1.0	0.0	0.0	-1.1533365897618477	0.002422584193229131	31.210366886562277	31.210366886562277	0.21514225963158212	0.00022625785546266243	0.21536851775621677	22997.85714285714	-180.71778883160187	0.0	750.0	4751.927063465118	62.7740273475647	143.37139706154528	897.0667803287506	3792.086255788803	26.584118504951036	244.0	124657.0
144870	10.0	184.0	0.0	-187.8685331686418	0.0	673.6666666666666	1.0	0.0	0.0	0.2017628326191997	0.002316748146638048	28.536759162108382	28.536759162108382	0.19540075090629247	0.00021476875382385756	0.19561551940299607	27069.266666666666	-76.94900086171205	0.0	399.0	5432.608991861343	68.19284319877625	143.68076678427497	1027.633451461792	4336.782697200775	27.005734824677678	243.0	144870.0
165034	10.0	215.0	0.0	-246.0354944158747	0.0	630.0	1.0	0.0	0.0	0.4550227442044572	0.0029972997745635254	26.812949767752315	26.812949767752315	0.7118516164849604	0.0007266136394589388	0.7125782288616477	31227.5	-210.9735013406721	0.0	750.0	6113.5087695121765	77.66862773895264	145.46413820999942	1158.996827363968	4876.843314409256	27.342341103075654	242.0	165034.0
186034	10.0	245.0	0.0	-212.40643438721986	0.0	750.0	1.0	0.0	0.0	0.2667396214227404	0.0046040835104040065	27.62162038939336	27.62162038939336	0.8579213635587972	0.000727019695219671	0.8586483843624608	35258.0	-315.0049213341924	0.0	750.0	6832.87827205658	87.32532048225403	146.55543122341896	1296.4845294952393	5449.068422079086	27.578762087484918	241.0	186034.0
207034	10.0	273.0	0.0	-225.2596592412103	0.0	750.0	1.0	0.0	0.0	0.11226556179424134	0.005755611485025539	27.152258488791308	27.152258488791308	0.6595234886751986	0.0006411725818907129	0.660164661192823	39458.0	-233.98363385697488	0.0	750.0	7549.746093511581	97.03678894042969	147.3461782497508	1435.4672410488129	6017.242063522339	27.77969615331901	240.0	207034.0
228034	10.0	301.0	0.0	-223.5876560161443	0.0	750.0	1.0	0.0	0.0	-0.024252261298575533	0.00631578671701607	27.207225418090847	27.207225418090847	0.619104309514874	0.0005604646975570207	0.6196647739410397	43658.0	-250.2231726463408	0.0	750.0	8262.389539957047	106.88416028022766	147.80487547061216	1571.7362279891968	6583.769151687622	27.960744231528714	239.0	228034.0
248511	10.0	329.0	0.0	-230.2184149940157	0.0	731.2857142857142	1.0	0.0	0.0	0.10979536287099917	0.006396025062057678	28.270403023837325	28.270403023837325	0.5417374644141932	0.000418809344651608	0.5421562739435272	47820.5	-209.13943607119148	0.0	750.0	8953.972619771957	116.3662428855896	148.6513577396089	1704.1755497455597	7133.430827140808	28.119718100361293	238.0	248511.0
269511	10.0	357.0	0.0	-228.11382353641577	0.0	750.0	1.0	0.0	0.0	0.06431153988687416	0.0067920998062583685	27.83128721418836	27.83128721418836	0.34655465295981785	0.00036391769414920096	0.34691857058466324	51953.0	-190.9668570856964	0.0	750.0	9670.098764181137	125.91903924942017	149.2863995155249	1840.1182923316956	7704.061432600021	28.23825700766843	237.0	269511.0
