Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/cost_speed	loss/rescaling	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	test/cost_speed	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
120020	20.0	97837.0	-12157.989800195757	4891.85	6001.0	4891.85	1.0	0.011715542282670355	0.011715542282670355	0.01885952969165279	153.63978447425058	18.923532925202295	172.56331657018424	43.15254444877308	1.8444193748327398	390.0	-13307.959081760859	3648.5	6001.0	3648.5	324.1857373714447	66.14484214782715	181.4502780606343	248.8998236656189	9.141071557998657	465.1200729093386	399.0	120020.0
240040	2.0	40.0	169325.0	-10155.074183168555	3574.4	6001.0	3574.4	1.0	0.008845008895075765	0.008845008895075765	0.015354383662223638	37.96334173694631	9.452417864249302	47.415759698549905	11.862784876120395	1.8638768838002118	780.0	-6667.587078140536	0.0	6001.0	0.0	648.7671940326691	132.55498242378235	181.0871199338134	497.92896366119385	18.28324794769287	465.00256019101823	398.0	240040.0
360060	2.0	60.0	241020.0	-10636.800212181892	3584.75	6001.0	3584.75	1.0	0.0012825522666576167	0.0012825522666576167	0.00609955979400697	7.2546878053591755	2.8553623879949215	10.110050153770501	2.5287951083519484	1.8872292966414728	2340.0	-9899.09628397173	2481.5	6001.0	2481.5	984.7383689880371	193.55183053016663	186.02769036786853	740.081606388092	51.10493206977844	455.08863270323786	397.0	360060.0
480080	2.0	80.0	295366.0	-7818.801490189449	2717.3	6001.0	2717.3	1.0	0.00095442896774143	0.00095442896774143	0.005562816697429528	2.5158713714338963	1.9919887928626476	4.507860166942463	1.127919471025084	1.916778370355948	3900.0	-9327.044868405512	2439.5	6001.0	2439.5	1311.3382074832916	254.23020005226135	188.83673139592045	973.505331993103	83.60267543792725	454.14470103833946	396.0	480080.0
600100	2.0	100.0	344940.0	-7398.131459794038	2478.7	6001.0	2478.7	1.0	-0.00015467834414150089	-0.00015467834414150089	0.004290712149574969	1.4759412018725457	1.3925000231235443	2.8684412127504006	0.716955626822818	1.9320507362867017	5460.0	-3072.76210498653	0.0	6001.0	0.0	1638.696353673935	316.87349557876587	189.381569734611	1206.729419708252	115.09343838691711	453.99426732927157	395.0	600100.0
720120	2.0	120.0	382381.0	-5608.347619697061	1872.05	6001.0	1872.05	1.0	-0.0004640428894139735	-0.0004640428894139735	0.0048902947409377	0.7925472677804722	0.635422734858899	1.4279700047885748	0.35652845813295786	1.9631425824685003	7020.0	-8354.757493103067	4569.5	6001.0	4569.5	1977.5110430717468	383.241890668869	187.9022146413014	1443.950433731079	150.3187186717987	451.69286435395003	394.0	720120.0
840140	2.0	140.0	445377.0	-6595.202829045242	3149.8	6001.0	3149.8	1.0	-0.002723250507607681	-0.002723250507607681	0.00620894487006948	0.7931502032929499	1.5164064866514542	2.3095566892471098	0.5746659213438241	1.9982713141502464	8580.0	-4188.326588124352	0.0	6001.0	0.0	2328.459825515747	449.68665981292725	186.82786817592142	1693.202330827713	185.5708348751068	447.17479221911105	393.0	840140.0
960160	2.0	160.0	469534.0	-4555.98429400434	1207.85	6001.0	1207.85	1.0	-0.0022821466945177424	-0.0022821466945177424	0.00514806719651321	0.5815292540460059	0.9612696710018771	1.5427989227267445	0.38341758404022575	2.017851770688329	10140.0	-3442.2412622346624	0.0	6001.0	0.0	2678.320780515671	515.4881966114044	186.2622667816014	1942.1955041885376	220.63707971572876	443.93634863164226	392.0	960160.0
1076042	2.0	180.0	469534.0	-2996.9703315747133	0.0	5794.0	0.0	1.0	-0.0022770798512273716	-0.0022770798512273716	0.004149212258179275	0.24966512411763842	0.058027125739802926	0.30769225033542197	0.07464598260558764	2.021524755727676	11652.0	-2342.9615200076864	0.0	6001.0	0.0	3020.2883183956146	581.3715345859528	185.7985704046026	2184.172767162323	254.74401664733887	441.1966849968492	391.0	1076042.0
1192718	2.0	200.0	469534.0	-2614.7857641194864	0.0	5833.0	0.0	1.0	-0.0016100564784797527	-0.0016100564784797527	0.003246542356151776	0.16465592632324416	0.014631543838323673	0.17928747058384037	0.04321181120960836	1.9965177716545528	13176.0	-1259.609876272265	0.0	6001.0	0.0	3366.357465982437	649.8077578544617	184.7007804220168	2427.6506679058075	288.89904022216797	439.0562029589821	390.0	1192718.0
1312738	2.0	220.0	469534.0	-2569.549823033149	0.0	6001.0	0.0	1.0	-0.0019503485999452191	-0.0019503485999452191	0.003999931033243998	0.04194441136653316	0.020190652600453718	0.062135063961912304	0.013583417364264829	1.9886512423937153	14736.0	-2542.6448670686304	0.0	6001.0	0.0	3717.5491423606873	716.35888671875	184.2958919721383	2677.3428506851196	323.8474049568176	437.4057917628461	389.0	1312738.0
1432758	2.0	240.0	469534.0	-2562.931429005248	0.0	6001.0	0.0	1.0	-0.0013088484027554343	-0.0013088484027554343	0.003543082119349262	0.018137331468124764	0.008386488941211533	0.026523820406948354	0.005322106705772555	1.9763655290389703	16296.0	-2112.8970176598514	0.0	6001.0	0.0	4068.1901292800903	782.3453469276428	184.09261404263253	2926.974754333496	358.8700280189514	436.03946470479355	388.0	1432758.0
